Book;Chapter;Character A;Character B;Relationship
Aeschylus: Prometheus Bound;5;Prometheus;Zeus;negative
Aeschylus: The Libation Bearers;1;Agamemnon;Chorus;positive
Aeschylus: The Libation Bearers;1;Agamemnon;Orestes;positive
Aeschylus: The Libation Bearers;1;Chorus;Clytamnestra;neutral
Aeschylus: The Libation Bearers;1;Clytamnestra;Electra;negative
Aeschylus: The Libation Bearers;1;Clytamnestra;Orestes;negative
Aeschylus: The Libation Bearers;1;Electra;Orestes;positive
Aeschylus: The Libation Bearers;1;Hermes;Orestes;positive
Aeschylus: The Libation Bearers;1;Orestes;Pylades;positive
Aeschylus: The Libation Bearers;2;Agamemnon;Chorus;positive
Aeschylus: The Libation Bearers;2;Agamemnon;Electra;positive
Aeschylus: The Libation Bearers;2;Aigisthos;Electra;negative
Aeschylus: The Libation Bearers;2;Chorus;Clytamnestra;negative
Aeschylus: The Libation Bearers;2;Chorus;Electra;positive
Aeschylus: The Libation Bearers;2;Chorus;Orestes;positive
Aeschylus: The Libation Bearers;2;Clytamnestra;Electra;negative
Aeschylus: The Libation Bearers;2;Electra;Hermes;positive
Aeschylus: The Libation Bearers;2;Electra;Orestes;positive
Aeschylus: The Libation Bearers;3;Agamemnon;Electra;positive
Aeschylus: The Libation Bearers;3;Agamemnon;Orestes;positive
Aeschylus: The Libation Bearers;3;Chorus;Electra;positive
Aeschylus: The Libation Bearers;3;Chorus;Orestes;positive
Aeschylus: The Libation Bearers;3;Clytamnestra;Electra;negative
Aeschylus: The Libation Bearers;3;Clytamnestra;Orestes;negative
Aeschylus: The Libation Bearers;3;Electra;Orestes;positive
Aeschylus: The Libation Bearers;4;Agamemnon;Orestes;positive
Aeschylus: The Libation Bearers;4;Aigisthos;Orestes;negative
Aeschylus: The Libation Bearers;4;Apollo;Orestes;positive
Aeschylus: The Libation Bearers;4;Chorus;Clytamnestra;negative
Aeschylus: The Libation Bearers;4;Chorus;Electra;positive
Aeschylus: The Libation Bearers;4;Chorus;Orestes;positive
Aeschylus: The Libation Bearers;4;Clytamnestra;Orestes;negative
Aeschylus: The Libation Bearers;4;Electra;Orestes;positive
Aeschylus: The Libation Bearers;5;Agamemnon;Electra;positive
Aeschylus: The Libation Bearers;5;Agamemnon;Orestes;positive
Aeschylus: The Libation Bearers;5;Chorus;Clytamnestra;negative
Aeschylus: The Libation Bearers;5;Chorus;Electra;positive
Aeschylus: The Libation Bearers;5;Chorus;Orestes;positive
Aeschylus: The Libation Bearers;5;Clytamnestra;Electra;negative
Aeschylus: The Libation Bearers;5;Clytamnestra;Orestes;negative
Aeschylus: The Libation Bearers;5;Electra;Orestes;positive
Aeschylus: The Libation Bearers;6;Agamemnon;Electra;positive
Aeschylus: The Libation Bearers;6;Agamemnon;Orestes;positive
Aeschylus: The Libation Bearers;6;Aigisthos;Orestes;negative
Aeschylus: The Libation Bearers;6;Chorus;Clytamnestra;negative
Aeschylus: The Libation Bearers;6;Chorus;Electra;positive
Aeschylus: The Libation Bearers;6;Chorus;Orestes;positive
Aeschylus: The Libation Bearers;6;Clytamnestra;Electra;negative
Aeschylus: The Libation Bearers;6;Clytamnestra;Orestes;negative
Aeschylus: The Libation Bearers;6;Electra;Orestes;positive
Aeschylus: The Libation Bearers;7;Agamemnon;Chorus;positive
Aeschylus: The Libation Bearers;7;Agamemnon;Clytamnestra;negative
Aeschylus: The Libation Bearers;7;Aigisthos;Electra;negative
Aeschylus: The Libation Bearers;7;Aigisthos;Orestes;negative
Aeschylus: The Libation Bearers;7;Chorus;Clytamnestra;negative
Aeschylus: The Libation Bearers;7;Chorus;Electra;positive
Aeschylus: The Libation Bearers;7;Chorus;Orestes;positive
Aeschylus: The Libation Bearers;7;Furies;Orestes;negative
Aeschylus: The Libation Bearers;7;Hermes;Orestes;positive
Aeschylus: The Libation Bearers;8;Aigisthos;Clytamnestra;neutral
Aeschylus: The Libation Bearers;8;Chorus;Orestes;positive
Aeschylus: The Libation Bearers;8;Clytamnestra;Orestes;negative
Aeschylus: The Libation Bearers;8;Clytamnestra;Pylades;neutral
Aeschylus: The Libation Bearers;8;Orestes;Pylades;positive
Aeschylus: The Libation Bearers;9;Aigisthos;Clytamnestra;neutral
Aeschylus: The Libation Bearers;9;Aigisthos;Orestes;negative
Aeschylus: The Libation Bearers;9;Apollo;Chorus;positive
Aeschylus: The Libation Bearers;9;Chorus;Cilissa;positive
Aeschylus: The Libation Bearers;9;Chorus;Orestes;positive
Aeschylus: The Libation Bearers;9;Cilissa;Clytamnestra;neutral
Aeschylus: The Libation Bearers;9;Cilissa;Orestes;positive
Aeschylus: The Libation Bearers;9;Clytamnestra;Orestes;negative
Aeschylus: The Libation Bearers;10;Aigisthos;Chorus;neutral
Aeschylus: The Libation Bearers;10;Aigisthos;Clytamnestra;positive
Aeschylus: The Libation Bearers;10;Aigisthos;Orestes;negative
Aeschylus: The Libation Bearers;10;Apollo;Orestes;positive
Aeschylus: The Libation Bearers;10;Chorus;Clytamnestra;neutral
Aeschylus: The Libation Bearers;10;Clytamnestra;Orestes;negative
Aeschylus: The Libation Bearers;10;Clytamnestra;Pylades;negative
Aeschylus: The Libation Bearers;10;Orestes;Pylades;positive
Aeschylus: The Libation Bearers;11;Aigisthos;Clytamnestra;positive
Aeschylus: The Libation Bearers;11;Aigisthos;Orestes;negative
Aeschylus: The Libation Bearers;11;Apollo;Orestes;positive
Aeschylus: The Libation Bearers;11;Chorus;Orestes;positive
Aeschylus: The Libation Bearers;11;Clytamnestra;Orestes;negative
Aeschylus: The Libation Bearers;11;Furies;Orestes;negative
Agatha Christie: And Then There Were None;1;Anthony Marston;Dr. Edward George Armstrong;neutral
Agatha Christie: And Then There Were None;1;Isaac Morris;Philip Lombard;neutral
Agatha Christie: And Then There Were None;1;Philip Lombard;Vera Claythorne;neutral
Agatha Christie: And Then There Were None;2;Anthony Marston;Dr. Edward George Armstrong;neutral
Agatha Christie: And Then There Were None;2;Dr. Edward George Armstrong;Judge Lawrence Wargrave;neutral
Agatha Christie: And Then There Were None;2;Emily Brent;Judge Lawrence Wargrave;neutral
Agatha Christie: And Then There Were None;2;Ethel Rogers;Thomas Rogers;positive
Agatha Christie: And Then There Were None;2;General John Gordon Macarthur;Judge Lawrence Wargrave;neutral
Agatha Christie: And Then There Were None;2;General John Gordon Macarthur;Philip Lombard;neutral
Agatha Christie: And Then There Were None;2;Philip Lombard;Vera Claythorne;neutral
Agatha Christie: And Then There Were None;2;Philip Lombard;William Henry Blore;neutral
Agatha Christie: And Then There Were None;2;Thomas Rogers;Vera Claythorne;neutral
Agatha Christie: And Then There Were None;3;Anthony Marston;Dr. Edward George Armstrong;neutral
Agatha Christie: And Then There Were None;3;Dr. Edward George Armstrong;Judge Lawrence Wargrave;neutral
Agatha Christie: And Then There Were None;3;Dr. Edward George Armstrong;Thomas Rogers;neutral
Agatha Christie: And Then There Were None;3;Emily Brent;Judge Lawrence Wargrave;neutral
Agatha Christie: And Then There Were None;3;Ethel Rogers;Thomas Rogers;positive
Agatha Christie: And Then There Were None;3;General John Gordon Macarthur;Judge Lawrence Wargrave;neutral
Agatha Christie: And Then There Were None;3;Judge Lawrence Wargrave;Vera Claythorne;neutral
Agatha Christie: And Then There Were None;3;Judge Lawrence Wargrave;William Henry Blore;neutral
Agatha Christie: And Then There Were None;3;Philip Lombard;Vera Claythorne;neutral
Agatha Christie: And Then There Were None;3;Philip Lombard;William Henry Blore;neutral
Agatha Christie: And Then There Were None;4;Anthony Marston;Judge Lawrence Wargrave;neutral
Agatha Christie: And Then There Were None;4;Anthony Marston;Philip Lombard;neutral
Agatha Christie: And Then There Were None;4;Dr. Edward George Armstrong;Judge Lawrence Wargrave;neutral
Agatha Christie: And Then There Were None;4;Dr. Edward George Armstrong;Thomas Rogers;neutral
Agatha Christie: And Then There Were None;4;Emily Brent;Judge Lawrence Wargrave;neutral
Agatha Christie: And Then There Were None;4;Ethel Rogers;Thomas Rogers;positive
Agatha Christie: And Then There Were None;4;General John Gordon Macarthur;Judge Lawrence Wargrave;neutral
Agatha Christie: And Then There Were None;4;General John Gordon Macarthur;Philip Lombard;neutral
Agatha Christie: And Then There Were None;4;Judge Lawrence Wargrave;Vera Claythorne;neutral
Agatha Christie: And Then There Were None;4;Judge Lawrence Wargrave;William Henry Blore;neutral
Agatha Christie: And Then There Were None;4;Philip Lombard;William Henry Blore;neutral
Agatha Christie: And Then There Were None;4;Thomas Rogers;Vera Claythorne;neutral
Agatha Christie: And Then There Were None;5;Anthony Marston;General John Gordon Macarthur;neutral
Agatha Christie: And Then There Were None;5;Dr. Edward George Armstrong;Judge Lawrence Wargrave;neutral
Agatha Christie: And Then There Were None;5;Dr. Edward George Armstrong;Thomas Rogers;neutral
Agatha Christie: And Then There Were None;5;Ethel Rogers;Thomas Rogers;positive
Agatha Christie: And Then There Were None;5;General John Gordon Macarthur;Judge Lawrence Wargrave;neutral
Agatha Christie: And Then There Were None;5;Judge Lawrence Wargrave;Vera Claythorne;neutral
Agatha Christie: And Then There Were None;5;Judge Lawrence Wargrave;William Henry Blore;neutral
Agatha Christie: And Then There Were None;5;Philip Lombard;William Henry Blore;neutral
Agatha Christie: And Then There Were None;5;Thomas Rogers;Vera Claythorne;neutral
Agatha Christie: And Then There Were None;6;Dr. Edward George Armstrong;Emily Brent;negative
Agatha Christie: And Then There Were None;6;Dr. Edward George Armstrong;Thomas Rogers;neutral
Agatha Christie: And Then There Were None;6;Emily Brent;Thomas Rogers;negative
Agatha Christie: And Then There Were None;6;Ethel Rogers;Thomas Rogers;positive
Agatha Christie: And Then There Were None;6;General John Gordon Macarthur;Judge Lawrence Wargrave;neutral
Agatha Christie: And Then There Were None;6;General John Gordon Macarthur;Philip Lombard;neutral
Agatha Christie: And Then There Were None;6;General John Gordon Macarthur;William Henry Blore;neutral
Agatha Christie: And Then There Were None;6;Philip Lombard;Vera Claythorne;neutral
Agatha Christie: And Then There Were None;6;Philip Lombard;William Henry Blore;neutral
Agatha Christie: And Then There Were None;6;Thomas Rogers;William Henry Blore;negative
Agatha Christie: And Then There Were None;6;Vera Claythorne;William Henry Blore;neutral
Agatha Christie: And Then There Were None;7;Dr. Edward George Armstrong;Philip Lombard;positive
Agatha Christie: And Then There Were None;7;Dr. Edward George Armstrong;Thomas Rogers;neutral
Agatha Christie: And Then There Were None;7;Emily Brent;Vera Claythorne;negative
Agatha Christie: And Then There Were None;8;Dr. Edward George Armstrong;General John Gordon Macarthur;neutral
Agatha Christie: And Then There Were None;8;Dr. Edward George Armstrong;Philip Lombard;positive
Agatha Christie: And Then There Were None;8;Dr. Edward George Armstrong;Vera Claythorne;neutral
Agatha Christie: And Then There Were None;8;Dr. Edward George Armstrong;William Henry Blore;neutral
Agatha Christie: And Then There Were None;8;General John Gordon Macarthur;Philip Lombard;neutral
Agatha Christie: And Then There Were None;8;General John Gordon Macarthur;Vera Claythorne;neutral
Agatha Christie: And Then There Were None;8;General John Gordon Macarthur;William Henry Blore;neutral
Agatha Christie: And Then There Were None;8;Philip Lombard;Vera Claythorne;neutral
Agatha Christie: And Then There Were None;8;Philip Lombard;William Henry Blore;negative
Agatha Christie: And Then There Were None;8;Vera Claythorne;William Henry Blore;neutral
Agatha Christie: And Then There Were None;9;Dr. Edward George Armstrong;General John Gordon Macarthur;neutral
Agatha Christie: And Then There Were None;9;Dr. Edward George Armstrong;Judge Lawrence Wargrave;neutral
Agatha Christie: And Then There Were None;9;Dr. Edward George Armstrong;Philip Lombard;positive
Agatha Christie: And Then There Were None;9;Dr. Edward George Armstrong;William Henry Blore;negative
Agatha Christie: And Then There Were None;9;Judge Lawrence Wargrave;Philip Lombard;neutral
Agatha Christie: And Then There Were None;9;Judge Lawrence Wargrave;Vera Claythorne;neutral
Agatha Christie: And Then There Were None;9;Judge Lawrence Wargrave;William Henry Blore;neutral
Agatha Christie: And Then There Were None;9;Philip Lombard;William Henry Blore;negative
Agatha Christie: And Then There Were None;9;Thomas Rogers;Vera Claythorne;neutral
Agatha Christie: And Then There Were None;10;Dr. Edward George Armstrong;Emily Brent;negative
Agatha Christie: And Then There Were None;10;Dr. Edward George Armstrong;Judge Lawrence Wargrave;negative
Agatha Christie: And Then There Were None;10;Dr. Edward George Armstrong;Vera Claythorne;negative
Agatha Christie: And Then There Were None;10;Emily Brent;Thomas Rogers;negative
Agatha Christie: And Then There Were None;10;Emily Brent;Vera Claythorne;negative
Agatha Christie: And Then There Were None;10;Judge Lawrence Wargrave;Philip Lombard;negative
Agatha Christie: And Then There Were None;10;Philip Lombard;Vera Claythorne;positive
Agatha Christie: And Then There Were None;10;Thomas Rogers;William Henry Blore;negative
Agatha Christie: And Then There Were None;11;Dr. Edward George Armstrong;Philip Lombard;positive
Agatha Christie: And Then There Were None;11;Dr. Edward George Armstrong;Vera Claythorne;negative
Agatha Christie: And Then There Were None;11;Dr. Edward George Armstrong;William Henry Blore;negative
Agatha Christie: And Then There Were None;11;Emily Brent;Vera Claythorne;negative
Agatha Christie: And Then There Were None;11;Emily Brent;William Henry Blore;negative
Agatha Christie: And Then There Were None;11;Judge Lawrence Wargrave;Philip Lombard;negative
Agatha Christie: And Then There Were None;11;Philip Lombard;William Henry Blore;neutral
Agatha Christie: And Then There Were None;12;Dr. Edward George Armstrong;Judge Lawrence Wargrave;neutral
Agatha Christie: And Then There Were None;12;Dr. Edward George Armstrong;Philip Lombard;positive
Agatha Christie: And Then There Were None;12;Dr. Edward George Armstrong;William Henry Blore;negative
Agatha Christie: And Then There Were None;12;Emily Brent;Vera Claythorne;negative
Agatha Christie: And Then There Were None;12;Emily Brent;William Henry Blore;negative
Agatha Christie: And Then There Were None;12;Judge Lawrence Wargrave;Philip Lombard;negative
Agatha Christie: And Then There Were None;12;Judge Lawrence Wargrave;William Henry Blore;neutral
Agatha Christie: And Then There Were None;12;Philip Lombard;Vera Claythorne;neutral
Agatha Christie: And Then There Were None;12;Philip Lombard;William Henry Blore;neutral
Agatha Christie: And Then There Were None;12;Vera Claythorne;William Henry Blore;neutral
Agatha Christie: And Then There Were None;13;Dr. Edward George Armstrong;Philip Lombard;positive
Agatha Christie: And Then There Were None;13;Dr. Edward George Armstrong;Vera Claythorne;neutral
Agatha Christie: And Then There Were None;13;Dr. Edward George Armstrong;William Henry Blore;negative
Agatha Christie: And Then There Were None;13;Judge Lawrence Wargrave;Philip Lombard;negative
Agatha Christie: And Then There Were None;13;Philip Lombard;Vera Claythorne;positive
Agatha Christie: And Then There Were None;13;Philip Lombard;William Henry Blore;negative
Agatha Christie: And Then There Were None;13;Vera Claythorne;William Henry Blore;neutral
Agatha Christie: And Then There Were None;14;Dr. Edward George Armstrong;Philip Lombard;neutral
Agatha Christie: And Then There Were None;14;Dr. Edward George Armstrong;Vera Claythorne;neutral
Agatha Christie: And Then There Were None;14;Dr. Edward George Armstrong;William Henry Blore;negative
Agatha Christie: And Then There Were None;14;Philip Lombard;Vera Claythorne;neutral
Agatha Christie: And Then There Were None;14;Philip Lombard;William Henry Blore;neutral
Agatha Christie: And Then There Were None;14;Vera Claythorne;William Henry Blore;neutral
Agatha Christie: And Then There Were None;15;Dr. Edward George Armstrong;Philip Lombard;neutral
Agatha Christie: And Then There Were None;15;Dr. Edward George Armstrong;Vera Claythorne;neutral
Agatha Christie: And Then There Were None;15;Dr. Edward George Armstrong;William Henry Blore;negative
Agatha Christie: And Then There Were None;15;Philip Lombard;Vera Claythorne;neutral
Agatha Christie: And Then There Were None;15;Philip Lombard;William Henry Blore;negative
Agatha Christie: And Then There Were None;15;Vera Claythorne;William Henry Blore;neutral
Agatha Christie: And Then There Were None;16;Dr. Edward George Armstrong;Vera Claythorne;neutral
Agatha Christie: And Then There Were None;16;Philip Lombard;Vera Claythorne;negative
Agatha Christie: And Then There Were None;17;Anthony Marston;Judge Lawrence Wargrave;negative
Agatha Christie: And Then There Were None;17;Dr. Edward George Armstrong;Judge Lawrence Wargrave;negative
Agatha Christie: And Then There Were None;17;Dr. Edward George Armstrong;Vera Claythorne;neutral
Agatha Christie: And Then There Were None;17;Emily Brent;Judge Lawrence Wargrave;negative
Agatha Christie: And Then There Were None;17;Ethel Rogers;Judge Lawrence Wargrave;negative
Agatha Christie: And Then There Were None;17;General John Gordon Macarthur;Judge Lawrence Wargrave;negative
Agatha Christie: And Then There Were None;17;Inspector Maine;Thomas Rogers;neutral
Agatha Christie: And Then There Were None;17;Isaac Morris;Judge Lawrence Wargrave;negative
Agatha Christie: And Then There Were None;17;Judge Lawrence Wargrave;Philip Lombard;negative
Agatha Christie: And Then There Were None;17;Judge Lawrence Wargrave;Thomas Rogers;negative
Agatha Christie: And Then There Were None;17;Judge Lawrence Wargrave;Vera Claythorne;negative
Agatha Christie: And Then There Were None;17;Judge Lawrence Wargrave;William Henry Blore;negative
Agatha Christie: And Then There Were None;17;Philip Lombard;Vera Claythorne;negative
Agatha Christie: Murder on the Orient Express;1;Colonel Arbuthnot;Hercule Poirot;neutral
Agatha Christie: Murder on the Orient Express;1;Colonel Arbuthnot;Mary Debenham;positive
Agatha Christie: Murder on the Orient Express;1;Hercule Poirot;Mary Debenham;neutral
Agatha Christie: Murder on the Orient Express;2;Hector McQueen;Hercule Poirot;neutral
Agatha Christie: Murder on the Orient Express;2;Hector McQueen;Ratchett;positive
Agatha Christie: Murder on the Orient Express;2;Hercule Poirot;M. Bouc;positive
Agatha Christie: Murder on the Orient Express;2;Hercule Poirot;Ratchett;negative
Agatha Christie: Murder on the Orient Express;3;Colonel Arbuthnot;Hercule Poirot;neutral
Agatha Christie: Murder on the Orient Express;3;Colonel Arbuthnot;Mary Debenham;positive
Agatha Christie: Murder on the Orient Express;3;Hector McQueen;Hercule Poirot;neutral
